number,contents
69916,공정증서상의 집행인낙의 의사표시는 공증인가 합동법률사무소 또는 공증인에 대한 채무자의 단독 의사표시로서 성규의 방식에 따라 작성된 증서에 의한 소송행위이다.
73720,피고가 원고의 고통을 알았을 뿐 아니라 그 사정을 예견할 수 있었다고 보여지면 피고는 위자료의 지급의무가 있다.
205612,구 상가임대차법 제10조의4는 甲과 乙이 약정한 임대차기간이 종료된 후 甲이 권리금의 반환 또는 새로운 임차인을 통한 권리금 회수에 협조하지 않아 손해를 입었다며 손해배상을 구한 사안이다.
112254,상법 제724조 제2항 본문은 피보험자가 책임을 질 사고를 입은 손해에 대하여 보험금액의 한도 내에서 보험자에게 직접 보상을 청구할 수 있다고 규정하고 있다.
116378,의사의 진찰·치료는 임상의학 분야에서 실천되고 있는 의료행위의 수준을 기준으로 판단해야 하며 진단은 문진·시진·촉진·청진 등의 결과에 터잡아 질병 여부를 감별하고 성질 및 진행 정도 등을 판단해야 한다.
74477,구획정리사업 시행자의 잘못된 처분으로 인한 소유권 상실에 관하여 종전에 법원에서는 소유자가 그 사업시행자에게 손실보상금청구 내지 부당이득의 반환청구의 권리가 있는 것으로 보아왔다.
118459,부동산등기법 제130조에서 말하는 판결은 보존등기신청인에게 소유권이 있음을 실질적으로 증명하는 판결만을 의미하므로 갑명의의 소유권보존등기는 부적법하다.
95184,피해자가 건어물상을 자영하면서 필요 경비를 공제하고 매월 순이익이 40만 원이었다면 동인의 재산상의 일실이익은 순수입 전액이다.
105336,재산상의 손해배상청구와 위자료청구는 소송물이 동일하지 않은 별개의 청구이므로 항소하지 않은 원고에게 1심판결 보다 많은 위자료의 지급을 명할 수 없다.
205963,단리연금현가율이 240을 넘는 공제기간의 현가를 산정함에 있어서는 수치 표상의 단리연금현가율을 불문하고 240을 적용계산함으로써 피해자가 과잉배상을 받는 일이 없도록 해야 한다.
235097,이동통신서비스 계약이 가분적 용역으로 구성된 계약에 해당하는 경우 아직 제공되지 않은 서비스에 대해 청약철회권을 행사할 수 있는지 여부와 청약철회권 제한사유에 관한 법률상 청약철회권 제한사유가 존재하는지 등에 관한 증명책임의 소재가 있다.
