number,contents
69916,공정 증서 상의 집행인 낙의 의사 표시 공증  가 합동 법률 사무소 공증인   채무자 단독 의사 표시 로서 성규 방식 따르 아 작성 되   증서 의하   행위 다   
73720,피고 원고 고통 을 알 았 을 뿐 아니 라 사정 을 예견 하   있 었 보여 지면 피 고는 위자료 지급 의무 있 다   
205612,구 상가 임대차         약정 하   임대차 기간 종료 되     권리금 반환 새롭   임차인 을 통하   권리금 회수 협조 하 지 않 아 손해 입 었 다며 손해 배상 을 구하   다   
112254,상법   저   항 본문 피 보험자 책임 을 질   사고 입 손해 여 보험 금액 한도 내 보험자 직접 보상 을 하   있 규정 하 고 있 다   
116378,의사 진찰   치료 임상 의학 분야 실천 되 고 있 의료 행위 수준 을 기준 하 어야 하 며 진단 문진   시진   촉진   청진 등 결과 트 어 잡 아 질병 감별 하 고 성질 진행 정도 등 을 하 어야 하  다   
74477,구획 정리 사업 시행자 잘못 되   처분 인하   소유권 상실 여 종전 소유자 사업 시행자 손실 보상금 내지 부당 득의 반환 권리 있 것 보 아 오 았 다   
118459,부동산 등기법   말하 보존 등기 신청인 소유권 있음 을 실질적 증명 하 만 을 하 므로 갑 명의 소유권 보존 등기 부적 법하 다   
95184,피해자 건어 물상 을 자영 하 면서 필요 경비 공제 하 고 매월 순이익   만 원 었 다면 동인 재산 상의 일실 이익 순수입 전액 다   
105336,재산 상의 손해 배상 위자료 소송물 동일 하 지 않 별개 므로 항소 하 지 않 원고   심 보다 많 위자료 지급 을 명하   없 다   
205963,단리 연금 현가 율   을 넘 공제 기간 현가 산정 하   있 어서 수치 표상 단리 연금 현 가율 을 불문 하 고   을 적용 계산 하   으로써 피해 자가 과잉 배상 을 받 일 없 도록 하 어야 하  다   
235097,이동 통신 서비스 계약 가분 적 용역 구성 되   계약 하 아직 제공 되 지 않 서비스 어 청약 철회 권 을 행사 하   있 청약 철회 권 제한 사유   법률 청약 철회 권 제한 사유 존재 하 등에 관 하   증명 책임 소재 있 다   
199767,다방 영업 허가 명의 반환 받 지 못하   인하   손해 배상 을 구하 기 위하 어 다방 영업 허가 명의 까지 임차인 명의 변경 하 여 주 받으   있 임대료 얼마나 다액  지 입증 하 어야 하  다   
75625,추월 금지 되   구역 자기 차선 을 따르 아 진행 하 더   버스 운전자 오토바이 중앙선 을 넘 어 튀 어 나오   것 을 예견 하 여 충돌 을 피하   주의 의무 있 다   
156932,선박 을 운항 하 자가 육군 해안 초소 정지 신호 인식 하 지 못하 여 운항 을 계속 하 였 다면 과실 있 하   없 다   
200614,타인 불법 행위 인하 어 중 과세 처분 을 받 아 이에 따르   세금 을 납부 하   중 과세 처분 당연 무효 처분 아니 라 취소 하   있 처분 다   
229091,주차장 이용 시간 제한 되   주차 계약 을 체결 하 면서 예비 열쇠   보관 계약 체결 되 었 보 면서 주차장 관리인 예비 열쇠 보관   선관 주의 의무 해태 하 었 보   없다 고 하   다   
75824,국내 굴지 운수 업체 로서 사업 활동 사고 발생 위험 따르 는데 자동차 종합 보험 가입 하 지 않 았 다면 손해 전부 봉 급만 을 받 피 용 부담 하 게 함 신의칙 반하  다   
114927,  표현 대리 하 기 위하 어 상대방 과실 있 다면 저   표현 대리 주장 하   있 다   
70855,시장 시설 현대화 사업 일환 설치 되   차양 시설 인하 어 일조권 조망 권 다소 침해 되 불이익 을 입 사실 되 고 일조권 등 침해 정도 다른 건물 비하 어 현저 고 보   없 다는 이유 불법 행위 성립 을 부정 하   다   
201202,사고 사고 피해자 원동기 장치 자전거 운전면허 받 지 않 고 혈 중 알콜 농도     주취상태 차선 을 위반 하 여 오토바이 운전 하   잘못 있 었 다면 손해 발생 확대 관계 없다 고 단정 하 기 어렵 다   
193840,건설 공제 조합 조합원 부터 보증 수수료 받 고 조합원 다르   조합원 저   도급 계약 을 체결 하 여 부담 하 계약 보증금 지급 채무 보증 보험 유사 하   것 다   
70426,채권자 취소권 의하 여 보호 되   있 채권 원칙적 사해 행위 라고 보   있 행위 행하 여 지 기 발생 되   것 법률 관계 트 어 잡 아 채권 성립 되리 라는 점   개연성 있 다   
201096,피상 고인 상고 권이 소멸 되   부대 상고 하   있 지만 제출 기간 내 부대 상고 하 고 부대 상고 이유서 제출 하 어야 하  다   
106131,가해 행위 이로 하   손해 발생 사이 시간적 간격 있 불법 행위 기한 손해 배상 채권 소멸 시효 기산점 되 불법 행위 하   날 잠재적 만 존재 하 고 있 손해 현실화되 었 보   있 다   
192557,과실 상계 책임 제한   사실 이나 비율 을 정하 것 형평 원칙 비추 어 불 합리해 서 안 되 며 가해자 손해 배상 책임 을 면제 하 것 가해자 손해 배상 책임 을 부정 하 것 다르   없 다   
98671,사립대학 서무과 장의 행위 이유 파면 처분 타당성 을 잃 위법 하   처분 보 기 어렵 다   
157331,각 대학 별 입학 전형 출제 배점   정답 결정 등 전형 절차 주관자 자율 적 맡기 어 지   것 으로서 폭넓 재량 속하 사항 다   
81934,공동 불법 행위자 채권자   관계 부진 정 연대 책임 을 지 되 공동 불법 행위자 중   자기 부담 부분 이상 을 변제 하 여 공동 면책 을 얻 게 되 면 다른 공동 불법 행위자 구상권 을 행사 하   있 다   
206628,수표 차용금 변제 손해 배상 책임 을 담보 하 고 있 어 차용금 변제 되 었 하 더라도 수표 채권 소멸 되   것 보   없다 고 하 었 다   
116992,은행 담보권 실행 을 위하   경매 절차 은행 배당 받 을 있 금액 실제 대출액 정당 하   감정 평가서 의하   대출 한도 액 차액 되  다   
195225,계약 하 어 해제 인하   고객 원상회복 청구권 을 부당 하 게 포기 하 도록 하 약관 조항 신의 성실 원칙 반하 것 무효 다   
71963,피고 원고 와의 위임 계약 을 위반 하 여 부동산 소유권 을 취득 하 고 가옥 명도 소구 하 고 승소 확정 을 얻 어 강제 집행 을 하 였 다 하 더라도 확정 집행 을 불법 행위 라 하여 손해 하   없 다   
72320,국가 배상법 의하   손해 배상 을 하   있 어서 손해 배상 원인 되 불법 행위 구체적 행위자 특정 되 어 있 지 아니하 여도 국가 손해 배상 책임 영향 없 다   
70836,실 거래 계 있 어서 정식 계약 체결 이르 기 당사자 다양 하   이해관계 반영 하 합의 가계약 이루어지 많 다   
209693,일실 수입 산정 공평 성과 합리성 보장 되 통계 소득 을 포함 하   추정 소득 하   있 으며 모든 증거 자료 종합 하 고 경험칙 을 활용 하 여 합리적 고 개연성 있 액수 산출 하 어야 하  다   
206139,변제 계획 변경 필요 하   사유 발생 하 지 않 변제 계획 을 변경 하   있 도록 허용 하 고 있 것 보   있 다   
