number,contents
184823,민사소송법 제149조에 정한 실기한 공격·방어방법은 소송의 진행정도에 비추어 당사자가 과거에 제출을 기대할 수 있었던 객관적 사정이 있었는데도 이를 하지 않은 것인지 등을 고려해야 한다.
203557,타주점유가 자주점유로 전환되기 위해서는 새로운 권원에 의하여 점유하거나 자기에게 점유시킨 자에게 소유의 의사가 있음을 표시해야 한다.
70134,사채업자가 윤락녀에게 선불금을 대여한 행위가 선량한 풍속 기타 사회질서에 위반되어 무효라고 한 사례이다.
153095,한국예탁결제원의 의결권행사제도는 주주총회 성립을 지원하기 위한 제도로서 정관변경을 통해 규정이 신설된 경우에만 전자적 방법에 의한 총회 소집통지에 갈음할 수 있다.
117051,공탁물수령자를 추가하는 공탁서 정정은 공탁의 동일성을 해하는 것으로서 허용될 수 없다.
106929,공장경락인이 공장을 경락취득하기 전에 체납전기요금의 존재를 알고 경락한 것이라면 채무의 인수 또는 불가피하다는 것도 알고 경락한 것이라고 보는 것이 옳을 것이다.
226851,항소장이 송달할 수 없는 경우 항소심재판장은 항소인에게 상당한 기간을 정하여 그 기간 이내에 피항소인의 주소를 보정하도록 명해야 한다.
118936,비영리법인인 새마을금고연합회가 징수한 예치금에 대해 스스로 법인세 과세대상으로 인정하여 자진납부한 뒤 이를 환급받기 위해 국세청장에게 진정서를 제출했다.
175137,변호사법 제109조 제1호는 강행법규로서 이익취득을 목적으로 하는 법률행위는 반사회적 성질을 띠게 되어 사법적 효력이 부정된다.
195368,강행법규를 위반한 자가 스스로 그 약정의 무효를 주장하는 것은 오히려 강행법규에 의하여 배제하려는 결과를 실현시키는 셈이 되어 입법 취지를 완전히 몰각하게 된다.
211085,매매계약 체결시 토지의 일정 부분을 매매 대상에서 제외시키는 특약을 한 것은 매매계약이 체결되지 않았음을 분명히 한 것으로 그 부분에 대한 어떠한 법률행위가 이루어진 것으로 볼 수 없다.
211283,공무원들의 불법행위로 인해 분배농지에 관한 권리를 상실한 피상속인이 사망한 이후 상속인들이 위 채권이 상속재산분할의 대상이 될 수 있는지 문제 된 사안에 대해 원심판단이 정당하다고 했다.
76071,구 산림법 제40조 제1항은 대부기간의 만료로 대부가 종료되는 경우와 대부가 종료되는 모든 경우에 관한 법률관계를 규율하는 조항이다.
85464,공동시행자에 관한 규정은 개정법 시행 후 최초로 사업시행고시가 있은 재개발사업부터 적용한다고 정하였으나 공동시행자에 관한 규정이 적용되지 않았다.
198095,구 주택건설촉진법 제4조 제7항과 제7조 제3항 제2호의 규정들은 국민주택사업주체에게 주택에 관하여 필요한 사항의 하나로서 택지의 규모·위치·건설기간을 조사하도록 한 것에 불과하다.
205066,시에 대한 금원기부 등 행위가 제3자인 국가보안사령부 예하 보안부대의 강박으로 인한 것이며 취소할 수 있는 법률행위에 해당한다고 본다.
195155,소극적 소송요건의 하나인 부제소 합의는 합의 당사자가 처분할 권리 있는 범위 내의 것으로 특정한 법률관계에 한정될 때 허용된다.
76128,토지구획정리사업시행자가 토지구획정리사업을 시행하면서 무상으로 제공되지 아니한 도로 기타 공공의 용에 사실상 공하고 있는 사유지를 토지구획정리사업시행자에게 배상할 책임이 있다.
76245,은행이 지급보증책임을 부담하는 가계수표보증카드 기재요건에 맞는 수표의 발행은 서명날인과 수표카드의 그것이 일치해야 하고 수표의 뒷면에 적법하게 발급된 수표카드의 번호가 기재되어 있어야 한다.
115406,도로교통법 제22조 제6항은 교차로에 들어가려는 모든 차는 교차로 폭보다 교차하는 도로의 폭이 넓은 경우 서행해야 한다고 규정하고 있다.
93879,변호사에게 사건처리를 위임한 학교법인은 특별한 사정이 없는 한 응분의 보수를 변호사에게 지급할 의무가 있고 이러한 지급의무는 사립학교법 제28조 제1항에서 규정한 의무의 부담에 해당하지 않는다.
95263,원고가 문서위조범들에게 대출한 원리금을 회수할 수 없게 되어 막대한 손해를 입게 되므로 신중을 기하기 위해 원고의 말소요구를 거절하였다면 피고의 행위에 위법성이 있다고 할 수 없다.
222011,형사사건의 공판기일에서 변호인의 동의 없이 검사 제출의 증거를 전부 증거로 함에 동의하고 탄핵증거도 제출하지 아니한 채 결심에 이르게 하여 실형이 선고된 사안에서 변호인의 손해배상책임을 인정한 사례이다.
215191,구 도시저소득주민의 주거환경개선을 위한 임시조치법에 따른 주거환경개선사업은 주거환경개선을 위한 주택의 건설에 관한 사업이다.
119180,"등기는 진실한 권리상태를 반영할 것이라는 판단을 기초로 등기의 추정력이 인정되고 등기의 추정력은 등기가 표상하는 권리의 존재, 등기절차의 적법성 등에 관한 추정을 포괄한다."
196314,토지의 소유권은 정당한 이익이 있는 범위 내에서 토지의 상하에 미치므로 토지 소유자는 법률의 제한 범위 내에서 지하수를 개발하여 이용할 수 있다.
85559,수산업협동조합법 제58조의2 제2항은 임원은 법령·법령에 의한 행정처분·정관·규약 및 총회 또는 이사회의 의결을 준수하고 조합을 위하여 성실하게 그 권한을 행사해야 한다고 규정하고 있다.
118859,사용자가 근로자를 고용함에 있어 경력 등을 기재한 이력서를 요구하는 목적은 근로자의 기능 등을 노동법 평가의 조사자료로 삼고 인격조사자료로 삼아 노사간의 신뢰관계 설정을 도모하고자 하는 것이다.
126498,상법 제766조 제1항이 유추적용될 여지는 없으나 사용자책임을 부담시킬 만한 귀책사유가 인정될 경우 정기용선자도 그에 따른 배상책임을 별도로 부담할 수 있다.
192663,건축법 제50조의2 제1항 제1호에서 말하는 맞벽으로 하여 건축하는 경우라 함은 서로 마주 보는 건축물의 벽이 존재하는 경우뿐만 아니라 건축물을 건축하는 경우도 포함된다고 봄이 합목적적이다.
