number,contents
173640,송달료납부서에 의하여 송달료로 납부한 경우 인지가 납부되었다고 할 수 없어 인지 보정의 효과가 발생되지 않는다.
156119,구 변호사법 제16조 제1호에 위반되는 소송행위를 하였다고 하여도 당사자가 아무런 이의도 하지 않은 이상 그 소송행위는 소송법상 완전한 효력이 생긴다.
69841,구 민사소송법 제82조의 규정은 소송법상 소송대리권을 정형적·포괄적으로 법정한 것에 불과하고 변호사와 의뢰인 사이의 사법상의 위임계약의 내용까지 법정한 것은 아니다.
190936,수분양자가 분양자로부터 독점운영을 약속받은 업종인 슈퍼마켓은 특별한 약정이 없으면 식료품을 중심으로 일용잡화류를 판매한다.
172538,국가나 지방자치단체가 대부계약의 목적물을 직접 공용이나 공공용으로 사용하기 위해 필요한 때에는 대부계약을 해지할 수 있고 그 경우 상대방이 입은 손해를 배상하겠다는 취지까지 담겨 있다고 단정할 수 없다.
202652,백화점 내의 임대점포에 관하여 임대인이 임차인의 휴점금지 및 입주시기에 관한 약정 위반을 이유로 임대차계약을 해지한 것은 정의와 형평에 어긋나는 것이다.
73428,토지의 지반과 분리하여 입목의 소유권만을 양도받는 경우 당사자간의 합의만으로는 입목에 대한 소유권이전의 효력이 발생하지 않고 명인방법을 실시하여 소유권을 취득한다고 볼 수 있다.
71525,의료기관이 자궁경부암 환자에 대한 방사선치료를 함에 있어 국내 임상의학 분야에서 통용되는 방사선 조사량보다 과도하게 초과하는 처치를 한 잘못이 있음을 이유로 과실을 인정한다.
138583,야간에 후행차량에게 선행사고를 알리기 위한 적절한 조치를 취하지 않고 전복된 차량 앞에 서서 손만 흔들다가 충돌을 피하지 못한 망인의 과실을 참작하여 손해배상책임을 50%로 제한했다.
176318,금전채권의 채무자가 채무자에게 약정에 기하여 공탁할 것을 청구하는 것은 허용되지 않는 법리는 채무자에게 민사집행법 제248조에서 정한 집행공탁의 요건이 갖추어져 있는 경우라도 다르지 않다.
147265,대학이 수시 일반전형을 실시하면서 중상위권 지원자들에게 유리한 내신등급 조정방식을 사용하고 비교과 과정의 반영에서 평가항목과 평가방법 등에 대하여 아무런 설명도 하지 않았다.
108213,상법 제659조 제2항 및 제663조의 규정은 사망 또는 상해를 보험사고로 하는 인보험의 경우에 한하여 적용되는 것이며 전국화물자동차운송사업조합 연합회의 공제사업의 경우 무면허운전으로 인한 사고에 대해 면책을 규정한 조항이 있다.
114646,갑과 을 사이에 체결된 계약은 중첩적 채무인수약정에 해당한다는 이유로 이행인수약정에 불과하다고 본 원심판결을 파기한 사례다.
115068,식품위생법과 같은법시행규칙의 여러 관계 규정을 종합하면 임차인은 임대인에게 다방영업허가명의의 변경절차를 이행할 의무가 있고 임대인은 이를 소구할 수 있다.
70452,민법 제470조가 규정하는 채권의 준점유자에 대한 변제가 유효하려면 채권의 행사자가 채권을 행사할 정당한 권한을 가진 것으로 믿을 만한 외관을 가져야 한다.
72374,육군보병학교 학생연대소속 장교후보생 예 씨는 수류탄 투척장에서 안전핀을 뽑은 뒤 안전손잡이를 잡지 않으면 4 내지 5초안에 폭발한다는 것을 듣고 안전핀을 뽑고 바른손을 어깨위로 올리고 구령을 기다렸다.
214209,근로기준법 제23조 제1항은 사용자가 근로자에게 정당한 이유 없이 해고하지 못한다고 하여 해고를 제한하고 있다.
199761,위임받은 소송대리권의 범위는 당해 심급에 한정되며 위임받은 소송대리권의 범위는 당해 심급에 한정된다.
178809,제2 책임보험계약의 보험자는 보험자의 중복보험 부담 부분 중 재구상의 대상이 되지 않는 甲의 과실비율에 한하여 구상할 수 있다.
71375,보증신용장에 설정된 조건의 내용이 신용장 기재 자체에 의하여 완전하고 명료하며 그 조건을 수익자를 포함한 신용장의 개설 당시 당사자들 사이에 따르기로 합의가 성립되어 있어야 한다.
158217,일본인 호적에 입적하였다가 한국호적으로 복적한 경우 공유로 등기된 재산은 귀속재산이다.
150865,구 주택법 제39조 제1항을 위반한 행위를 무효로 보는 입장을 취하지 않고 사업주체의 사후적인 조치 여하에 따라 주택공급을 신청할 수 있는 지위를 무효로 하거나 이미 체결된 주택의 공급계약을 취소하는 입장을 취하고 있다.
118536,공동불법행위자 중 한 사람이 가집행선고부판결에 따라 손해액 중 일부를 변제하였다 하더라도 판결에 따른 강제집행을 모면하기 위해 지급된 것이기 때문에 그들이 공동면책된다고 할 수 없다.
216049,건물의 신축으로 이웃 토지상의 거주자가 과도한 빛이 입사되는 불이익을 받은 경우 침해의 정도가 사회통념상 일반적으로 인용하는 수인한도를 넘어야 하며 침해의 정도가 사회통념상 일반적으로 인용하는 수인한도를 넘어야 한다.
104369,금전채무불이행으로 인한 손해배상액의 산정에 있어 기준이 되는 법정이율에 관하여 소송촉진등에관한특례법 제3조 제2항은 사실심판결 선고시까지 제1항의 적용을 배제할 수 있다는 취지의 규정이다.
216005,구 건축법 부칙 제6조는 개정된 구 건축법상의 이행강제금에 관한 규정은 시정명령 불이행을 이유로 한 구 건축법상의 과태료에 관한 규정을 개선한 것이지만 구 건축법상의 이행강제금에 처하는 것은 위법하다고 했다.
113499,의사가 수술의무의 위반이 의사의 주의의무의 위반과 동일시할 정도의 것이어야 하고 위반행위와 환자의 사망과의 사이에 인과관계가 입증되어야 한다.
97122,경성제국대학이 교환취득한 이 사건 토지는 환지예정지로 지정되어 있었으며 환지확정 처분 전에는 소유권을 취득할 수 없다.
231415,공무원의 직무상 발표행위가 개인의 명예나 단체의 신용에 훼손을 가져왔다 하여 위법하다고 평가할 수 없고 검찰 역시 국민적 관심이 있는 사건처리에 관해 공보업무를 수행하게 된다.
190940,지방자치단체가 일반재산을 처분할 때 수의계약 상대자의 선정 과정에서 탈락한 제3자에게 수의계약의 무효 확인이나 절차속행 금지 등을 구할 법률상 이익이 있다고 인정하려면 수의계약의 내용 및 절차에 관한 법률의 취지를 몰각하는 특별한 사정이 존재해야 한다.
191409,자금난으로 사업을 추진하기 어려운 상황에 처한 채무자가 자금을 융통하여 사업을 계속 추진하는 것이 채무 변제력을 갖게 되는 최선의 방법이라고 생각하고 부득이 부동산을 특정 채권자에게 담보로 제공했다면 특별한 사정이 없는 한 사해행위에 해당하지 않는다.
206481,전기의 공급자와 자가용 전기공작물설치수용가는 원칙적으로 재산한계점으로 하여 전원으로부터 수급지점까지의 전기공급설비는 수용가의 소유로 하여 유지보수의 책임이 있다.
182491,회생계획이 체육시설의 설치·이용에 관한 법률 제243조 제1항 제2호 전단에서 정한 회생계획의 공정·형평의 의미는 5종류의 권리 내부에서 차등을 둘 수 있는지 여부이다.
154815,금융기관의 연체대출금에 관한 특별조치법 제2조 제2항 단서의 규정에 의한 연체대출금에 해당하는지를 조사치 않고 동법을 적용한 것은 심리를 다하지 않은 적법이다.
81700,금융기관이 정리 전 회사와 체결한 약정이 대물변제의 예약을 체결한 계약으로 예약형 집합채권의 양도담보에 해당한다고 한 사례이다.
183397,채무자 회생 및 파산에 관한 법률 제564조 제1항 제1호의 면책불허가사유는 파산범죄에 해당하는 행위를 대상으로 하고 있다.
228127,주택건설촉진법의 적용을 받는 재건축조합을 설립하여 주택을 재건축하는 경우 조합원이 된 자는 사업구역 내에 소유한 주택과 토지를 신탁 목적으로 조합에 이전할 의무 등을 갖는다.
119898,구 주택공급에관한규칙 제7조 제4항 및 주택건설촉진법 제32조의3의 규정은 단순한 단속규정이라기보다 효력규정이라고 해석한다.
93944,토지구획정리사업의 일부로 한 매립공사를 시행함에 있어 설계변경으로 저지대가 생기게 하고 저지대에 형성된 웅덩이에서 주민이 실족 익사하였다면 담당공무원에게 과실이 있다.
104127,갑은 을과의 사이에 체결된 매매계약의 매수당사자가 갑이라고 주장하면서 소유권이전등기절차 이행을 구하고 있다.
76238,부동산등기법 제49조 소정의 보증은 현실적으로 등기신청을 하는 자와 등기부상의 등기의부자가 동일인이라는 것을 선량한 관리자의 주의로 확인하는 것이다.
156664,도급계약의 보수는 특약이 없는 한 완성된 목적물의 인도를 요하지 아니하는 경우 그 인도와 동시에 지급함을 요한다.
198238,증거에 의하여 자백이 진실에 부합되지 않는 사실이 증명되고 변론의 전취지에 의해 그 자백이 착오에 기인한 것으로 인정되는 경우 법원은 그 자백의 취소를 허용해야 한다.
233111,귀속재산의 불하계약 체결로 매수자가 당해재산을 소유의 의사로서 하는 소위 자주점유를 한다고 볼 수 없으며 불하계약 체결만으로 매수자가 당해재산을 소유의 의사로서 하는 자주점유를 할 수 없다.
83242,포위된 토지와 주위토지의 각 소유자 간에 원만한 합의가 이루어지지 않는 경우 일방이 화해조서 등이 인정한 통행장소와 다른 곳을 통행로로 삼아 주위토지통행권의 확인이나 기판력에 저촉된다고 볼 수 있다.
197483,표현대리행위가 성립하는 경우에 본인은 표현대리행위에 의하여 전적인 책임을 져야 하며 상대방에게 과실이 있다고 하더라도 과실상계의 법리를 유추적용하여 본인의 책임을 경감할 수 없다.
105555,상법 제331조의 주주유한책임원칙은 주주의 의사에 반하여 주식의 인수가액을 초과하는 부담을 시킬 수 없다는 취지에 불과하고 회사채무를 주주들이 분담하는 것까지 금하는 취지는 아니다.
203061,지적공부 복구 당시 관계공무원의 사무착오로 지적공부에 등록되지 않은 지번의 토지는 토지로서 존재하지 아니하거나 특정되지 않는 것이므로 미등록 토지에 관한 소유권이전등기가 유효한 것으로 볼 여지가 있다.
194317,구 국토의 계획 및 이용에 관한 법률이 도시관리계획 결정 후 지형도면을 작성하여 고시하도록 규정한 취지는 토지이용제한을 받게 되는 토지와 이용제한의 내용을 명확히 공시하는 것이다.
199641,구 임야소유권이전등기등에관한특별조치법에 의한 등기는 등기의 말소를 소구하는 자에게 추정 번복의 주장·입증책임이 있다.
85050,헌법 제20조 제1항은 모든 국민은 종교의 자유를 가진다고 규정하고 있으며 종교적 선전과 타 종교에 대한 비판은 동시에 표현의 자유의 보호대상이 된다.
197014,근저당권설정계약을 해제하기 위한 영수증을 교부받은 갑에게 입증 책임은 피담보채무의 변제로 인해 합의금 채무도 그 범위 내에서 이행되었다고 주장하는 갑에게 있다.
166431,대학병원에 입원 중이던 환자 乙이 가슴 아래쪽 통증을 호소하자 주치의가 레빈튜브 삽입을 결정하였고 주치의는 乙의 통증 호소 부위가 가슴 아래쪽이라 배의 문제일 수도 있다고 생각하여 레빈튜브 삽입을 결정했다.
204019,직종별임금실태조사보고서상의 배관공의 임금을 기준으로 일실이익을 산정한 원심판결을 일실이익 산정에 관한 법리오해와 심리미진의 위법이 있다고 파기한 사례다.
70860,유체동산의 압류에 있어 압류물을 채무자에게 보관시키는 경우 봉인 그 밖의 방법으로 후행집행신청에 의한 압류가 이루어졌음을 명백히 하여야 한다.
125308,재건축조합의 정관 규정이 조합원들의 이해관계에 중대한 영향을 미치는 시공사 계약서에 포함될 내용에 대해 조합원의 3분의 2 이상의 동의를 요한다고 봄이 상당하다.
207527,당사자의 의사해석이 문제 되는 경우 당사자의 진정한 의사 등을 종합적으로 고찰하여 합리적으로 해석해야 한다.
199699,구 지적법시행령 제10조는 지적공부를 복구하는 경우에도 소유자에 관한 사항은 부동산등기부나 법원의 확정판결에 의하지 않고서는 복구등록할 수 없다고 규정하고 있다.
161196,채무자가 반대급부 이행 등 조건이 붙은 경우 채권자가 조건 등의 성취를 증명하여 집행문을 받아야만 의사표시 의제의 효과가 발생한다.
231955,비법인사단의 명칭이 지리적 명칭이나 보편적 성질을 가리키는 용어 등 일반적인 단어로 이루어졌더라도 그 명칭이 비법인사단을 표상하는 것으로 널리 알려졌다면 명칭에 관한 권리를 인정받을 수 있다.
209963,구 민사소송법 제596조는 원고가 2회에 걸쳐 변론기일에 불출석하고 한 달 내에 기일지정신청을 하지 않는 경우에 한하여 소취하를 의제하고 있다.
94267,수탁자가 신탁계약에 위반하여 그 수탁재산을 타인에게 양도한 것은 다른 특별한 사정이 없는 한 유효하다.
120591,마이클 잭슨 내한공연반대 공동대책위원회가 마이클 잭슨의 초청 공연을 반대하고 그 취지와 이유를 공표하는 행위는 허용된 자유활동에 속한다고 보여진다.
85358,가처분의 피보전권리는 채권자의 만족을 목적으로 하는 단행가처분의 집행에 의해 실현된 것과 마찬가지의 상태가 사실상 달성되었다 하더라도 임시적인 것에 지나지 않는다.
199429,계약이 해제되면 효력이 소급적으로 소멸함에 따라 이행된 급부는 원상회복을 위해 부당이득으로 반환되어야 한다.
74455,민법의 규정에 의하여 정하여진 친권자를 이해관계인들이 임의로 변경할 수 없다는 약정은 무효라 할 것이다.
196466,지급보증서에서 보증금액을 정한 것은 보증인이 보증책임을 지게 될 주채무에 관한 한도액을 정한 것으로 그 한도액에는 주채무자의 채권자에 대한 대출금 채무의 원금과 이자 및 지연손해금이 포함된다.
172746,"구 도시 및 주거환경정비법 제65조 제2항, 제4항은 공공시설의 확보와 효율적인 유지·관리를 위해 국가 등에 소유권까지 일률적으로 귀속되도록 하는 것이다."
200227,원고 종중의 성격을 종중 유사의 단체로 변경하는 결과가 된다면 당사자의 변경을 가져오는 것으로서 허용될 수 없다.
104005,은행의 예금자가 제3자 발행의 어음을 교부하는 것은 특별한 사정이 없는 한 어음상의 권리의 양도로 보는 것이 합리적이고 이를 단순한 추심권한만의 위임이라고 할 수는 없다.
72376,학도군사훈련단 소속 차량이 학교 교수의 장례식에 참석하기 위하여 운행하던 중 사고를 일으킨 것은 직무를 행함에 당하여 발생한 사고라고 봄이 상당하다.
110352,"한국통일상품분류상 품목번호 1602.41, 1602.42 또는 1602.49 중 밀폐용기에 넣은 것만 수입자동승인품목으로 하고 나머지는 축산업협동조합중앙회의 추천을 받아야 한다."
119543,한국토지개발공사의 이주자택지공급에 관한 예칙의 규정이 무허가 건물에 한정하여 이주자택지공급대상자에서 제외한 것은 제3항의 취지에 반한다고 볼 수 없다.
82824,회사를 대표할 권한이 없는 표현대표이사가 다른 대표이사의 명칭을 사용하여 어음행위를 한 경우 회사가 책임을 지는 선의의 제3자의 범위에는 표현대표이사로부터 어음을 취득한 상대방뿐만 아니라 그로부터 어음을 다시 배서양도받은 제3취득자도 포함된다.
200995,증인신청으로써 이에 대한 간접적인 주장을 하였다고 볼 여지가 있음에도 판단을 유탈한 원심판결을 판단유탈 또는 석명권불행사의 위법이 있다는 이유로 파기한 사례 있다.
230297,채권자대위소송의 경우 피대위채권 외에 채권자에 대한 지급 혹은 인도 등이 포함되어 있기 때문에 소송물이 서로 달라 선행 채권자대위소송의 판결 효력이 다른 사건에 미친다고 보기 어렵다.
71080,"자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 유효하며 유언의 엄격한 요식성에 근거할 때 유언자가 날인하여야 할 문서는 복사본에 날인하는 것은 자필증서에 의한 유언으로 유효하지 않다."
115062,중첩적 채무인수인이 채권자에 대한 손해배상채권을 자동채권으로 하여 대등액에서 상계의 의사표시를 하였다면 연대채무자 1인이 한 상계의 절대적 효력을 규정하고 있다.
215881,의사무능력자나 소유자가 배당절차에서 근저당권설정계약의 무효를 주장하여 배당이의를 하는 것이 부당하다고 할 수는 없다.
82777,중재계약은 사법상의 법률관계에 관하여 당사자 간에 발생하는 분쟁의 전부 또는 일부를 법원의 판결에 의하지 않고 중재에 의하여 해결하도록 서면에 합의하는 것이다.
70789,한국철도공사가 소속 근로자들의 개인정보를 전사적 자원관리시스템에 집적하여 관리해 온 사안에서 사용자가 인사노무관리를 행함에 있어 협조할 근로계약상의 의무를 부담하고 있는 근로자들이 보유하는 자기정보관리·통제권은 제한적일 수밖에 없다.
204227,제3조 제1항에 따라 대항력을 갖춘 임차인이 있는 경우 양수인은 임대인의 지위를 승계한 것으로 본다.
196706,배당이의 소송에 있어서 원고는 상대방의 채권이 가장된 것임을 주장하여 배당이의를 신청한 채권자는 입증책임을 부담한다.
82635,구 신기술사업금융지원에관한법률 제36조 제2항은 보증채무의 이행청구가 있는 때에는 기금은 주채무와 대통령령이 정하는 종속채무를 이행하여야 한다고 규정하고 있다.
115242,구 개발이익환수에관한법률시행령 제9조 제5항 및 제8조 제1항 제2호의 규정은 구법시행령에 위반되어 무효이다.
95513,신청인이 피신청인과 조합계약을 맺었다가 조합에서 탈퇴하고 조합재산인 위 토지의 분할을 청구하는 경우 신청인의 출자가액의 존부 및 가액을 확정짓지 않고서는 피보전권리가 있다고 단정할 수 없다.
76756,버스안내원은 버스운전사의 운전보조자에 해당하므로 자신이 안내하던 버스사고에 의하여 피해를 입었다고 해도 타인에 해당한다고 볼 수 없어 같은 법에 의한 손해배상책임을 요구할 수 있다.
143907,구 근로기준법 제45조는 사용자의 귀책사유로 휴업하는 경우 근로자의 최저생활을 보장하려는 취지에서 휴업수당을 지급하도록 했다.
190304,행정소송법 제7조는 원고의 고의 또는 중대한 과실 없이 행정소송이 심급을 달리하는 법원에 잘못 제기된 경우 관할 법원에 이송하도록 규정하고 있다.
71780,조서에 기재된 재판상의 화해는 재심의 소에 의해 취소되지 않는 한 재판상 화해의 내용으로 된 계약의 화해는 할 수 없다.
196599,"철도건널목의 보안설비의 흠결이 영조물의 설치·관리상의 하자라고 할 수 있는 것인지 여부는 건널목을 건너려는 사람이 열차를 발견할 수 있는 거리, 열차의 운전자가 건널목을 건너려는 사람 등을 발견할 수 있는 거리 등 모든 사정을 고려하여 결정해야 한다."
70685,주주제안을 거부당한 주주가 신청한 의안상정가처분의 본안소송은 주주제안을 의안으로 상정하는 것에 반대한 개별 이사가 아니라 회사가 된다.
194956,보험자가 보험약관의 명시·설명의무에 위반하여 보험계약을 체결한 경우 그 약관의 내용을 보험계약의 내용으로 주장할 수 있는지 여부와 보험계약자의 통지의무를 규정한 상법 제652조 제1항 소정의 통지의무의 대상이 되는지 여부다.
119191,맥브라이드불구평가표상 발기부전으로 인한 장애항목은 성교불능 및 발기불능 상태인 경우에 나타나는 노동능력상실을 나타낸다.
118537,수술방법 선택의 위험성 내지 불합리성을 확정케 하는 자료가 제출되면 의사측에게 이에 대한 반증을 하게 하고 반증이 없을 경우 과실을 인정하는 것이 손해배상제도의 이념에 비추어 타당하다.
73774,사료제조판매업자가 양계업자에게 판매공급한 사료를 급식시킨 결과 닭들이 심한 중독현상을 나타내 산란율이 급격히 저하된 것은 위법행위이다.
169628,가압류채권자에 대한 배당액이 가압류채권자에 대한 배당액의 산정 기준이 되고 가압류채권자의 피보전채권액이 가압류채권자에 대한 배당액의 산정 기준이 된다.
110905,공동상속인인 원·피고가 협의분할용 인감증명서와 인감도장을 교부하였는데 그 제3자가 임의로 협의분할에 의한 단독상속을 원인으로 하여 소유권이전등기를 경료했다.
207256,호주의 장남이 결혼한 뒤 사자없이 사망하고 다음에 호주가 사망한 경우 사후차양자선정권자는 망 장남을 위하여 사후차양자를 선임할 수 있고 그 사후차양자는 망호주의 양자인 신분을 취득한다.
95812,의료인이 동 피해자에 대한 치료비청구권을 보전하기 위해 치료비 청구권을 압류하거나 대위행사하는 것은 국가배상법 제4조에 위반되지 않는다.
70681,무보험자동차에 의한 상해 보험에 가입한 피보험자에게 보험자의 손해배상책임은 보험금지급기준에 의한 금액이 아니라 피해자에게 발생한 실제 손해액이라고 본다.
108854,교육법 제151조 제1항은 학교법인의 회계년도는 그가 설치 경영하는 사립학교의 학년도에 따른다고 규정되어 있다.
85615,사립학교법인이 설치·경영하는 대학교 산하 한국어학당의 강사들이 재임용 거절이 부당해고로서 무효임을 주장하며 신분확인 등을 청구한 사안에서 위 강사들이 근로기준법상의 근로자성을 부인하는 것은 위법하다.
69601,주택재건축조합 설립인가 후 매도인이 등기이전의무를 불이행하는 사이 건물이 멸실된 경우 매매목적물의 소유권은 조합원의 권리로 변환되었고 그에 따라 매도인은 매매계약에 기해 재건축조합의 조합원명의변경절차를 이행할 의무가 있다.
76241,시효취득의 요건인 점유는 목적물에 대한 현실적 지배상태에 의해 정하여지므로 시효취득기간의 진행을 중단시키기 위해 종래의 점유사유상태의 계속을 파괴하는 것으로 인정될 수 있다.
92507,"제3채무자가 정당한 수령권자를 알 수 없다는 이유로 공탁한 공탁금에 대해 전부 채권자가 국가를 상대로 공탁금 지급청구의 소를 제기하고 채무자가 동 소송에 원, 피고에 대하여는 독립당사자참가신청을 하였다면 법원은 공탁금의 지급을 명할 수 있다."
196367,보험계약자의 고지의무 위반을 이유로 보험계약의 해지 주장을 배척한 사례는 보험계약자의 고지의무 위반을 이유로 한 제2차 보험계약 해지 주장을 배척한 사례이다.
113510,사용자가 근로자에 대한 해고 등의 불이익처분이 불법행위를 구성하게 된다고 할 수는 없으나 부당해고 등에 대한 고의·과실이 인정되면 근로자의 정신적 고통에 대해 배상할 의무가 있다.
207627,소장에 첩용한 부족인지의 가첩에 관한 보정이 없었음을 이유로 재판장이 소장을 각하하였을 경우 즉시항고로 인해 명령이 확정되기 전에 부족인지액의 가첩이 있게 되었지만 그 재판장이 속한 법원은 본법 제416조 제1항에 따른 재판의 경정을 할 수 없다.
72144,군인사법 제29조 1항에 의하면 장교의 진급은 장교진급 선발위원회에서 선발되어야 하며 군인사법 제29조 1항 단서에 의하면 진급인원은 당해 계급 전진급인원의 10분의 1을 초과하지 못한다.
70086,독립당사자참가는 소송목적의 전부나 일부가 자기의 권리임을 주장하는 제3자가 당사자로서 3당사자 사이에 서로 대립하는 권리 또는 법률관계를 하나의 판결로 해결하려는 것이다.
71078,지급명령 신청서를 증명자료로 첨부하여 상대방 주소지 관할 동사무소의 장에게 주민등록 전입세대 열람 신청을 한 사안에서 구 주민등록법 등 관계 법령에서 정한 열람을 허용할 수 있는 경우에 해당하지 않는다는 이유로 불허한 것이 위법하지 않다.
183587,"등기명의인의 표시경정은 등기명의인의 성명, 주소 또는 주민등록번호 등에 착오나 빠진 부분이 있는 경우 명의인으로 기재되어 있는 사람의 동일성을 변함이 없이 정정하는 것을 말한다."
199657,건설업자의 건설업면허는 법원이 강제집행의 방법으로 이를 압류하여 환가하기에는 적합하지 않다.
103700,"도급인의 수급인에 대한 지휘감독은 건설공사의 경우 현장에서 구체적인 공사의 운영 및 시행을 지시, 지도, 독려함으로써 시공자체를 관리한다."
201757,매수인이 매도인에게 하자 있는 매매목적물을 하자 없는 물건으로 교환해 줄 것을 청구할 권리가 있다고 한 원심판결을 파기한 사례도 있다.
99697,민사소송법 제618조가 경매기일을 공고함에 있어 부동산의 표시를 요구하고 있는 것은 경매목적물의 객관적 실가를 평가할 자료를 이해관계인에게 주자는 뜻이다.
95270,민법 부칙 제25조 제2항 소정의 재산상속이 개시되는 경우라함은 피상속인의 실종선고로 재산상속이 개시되는 경우이다.
200867,임대주택건설촉진법에 의하여 건설된 아파트의 임차권 양도가 금지되었다는 사정만으로 임차권 양도계약이 해제조건부라고 볼 수 없다.
75201,목조건물에서 석유난로에 불을 끄지 않고 석유를 붓다가 흘러넘친 석유에 인화되어 연소되었다면 중대한 과실이 있다.
158913,환지예정지지정을 받은 종전토지소유자는 환지예정지위에 권원에 의하여 건립된 건물 기타 공작물을 소유하는 사람에 대하여 직접 건물 기타 공장물의 철거를 구할 수 없다.
153570,준용하천의 관리청은 관할지방장관이므로 이 사건 토지가 하천의 구역에 포함되는 여부는 관리청에 조회해야 한다.
203230,손해배상사건에 있어서 과실상계사유에 관한 사실인정이나 비율을 정하는 것은 형평의 원칙에 비추어 불합리하다고 인정되지 않는 한 사실심의 전권사항에 속한다.
