number,contents
92623,저당권은 계가 파계되어 청산절차에서 계원이 부담하게 될 계미지급 의무까지 포함하여 담보하는 것으로 보는 것이 상당하다.
195128,사무귀속의 주체는 상위 지방자치단체장이라 하더라도 권한을 위임받은 하위 지방자치단체가 그 도로의 관리·유지를 위하여 하는 점유가 점유보조자의 지위에서 하는 점유라고 할 수 없다.
185576,주택임대차보호법은 임차인에게 우선변제권이 인정되기 위해 대항요건과 임대차계약증서상의 확정일자를 갖추는 것 외에 계약 당시 임차보증금이 전액 지급되어 있을 것을 요구하지 않는다.
95461,면책약관이나 상법상의 면책조항은 당사자 사이에 묵시적인 약정이 없는 이상 불법행위를 원인으로 하는 손해배상의 경우에까지 확대 적용될 수 없다.
193965,국유재산 등의 관리청이 하는 행정재산의 사용·수익에 대한 허가는 행정처분으로서 특정인에게 행정재산을 사용할 수 있는 권리를 설정해 주는 강학상 특허에 해당한다.
203506,쌍무계약에 있어서 당사자 일방이 채무를 이행하지 아니할 의사를 표시한 경우 상대방은 그 이행에 대한 최고를 하지 않고 바로 계약을 해제할 수 있다.
183793,계약당사자 사이에 계약 내용을 처분문서인 서면으로 작성한 경우 문언대로 의사표시의 존재와 내용을 인정해야 하지만 문언의 객관적인 의미가 명확하게 드러나지 않으면 계약 내용을 합리적으로 해석해야 한다.
192850,건물의 소유를 목적으로 한 토지임차인의 건물매수청구권 행사의 상대방은 임대인이 그 토지를 제3자에게 양도하는 등 소유권이 이전되었을 때 그 건물에 대하여도 매수 청구권을 행사할 수 있다.
106746,을과 병 사이의 계약은 신원보증계약이 아니라 재정보증계약이다.
101443,가입회원의 월간카드이용한도액을 정한 것은 대금지급능력을 감안하여 신용거래한도액을 정한 것이라고 볼 것이므로 피보증인의 신용거래한도액 내에서 대금채무의 이행을 보증한 것이라고 봄이 타당하다.
153820,행정처분 취소청구소송의 취소판결의 형성력은 제3자에게도 미치는데 행정판결이 확정되면 행정처분을 한 행정당국은 위 행정판결과 상반되는 행정처분을 할 수 없다.
118342,"매매, 상속 등의 원인에 의해 수용가변동이 있는 경우 신수용가는 구수용가의 전기사용과 관련된 모든 권리의무를 승계한다."
195329,주택임대차보호법 제3조의2 제1항의 규정에 따르면 임차인은 우선변제권이 있는 주택임차인이라도 당해 주택의 양수인에게 대항할 수 있는 경우 우선변제를 받을 수 있다.
146043,반박보도청구권의 본질상 언론사에 대해 보충적 반론권 내지 재반론권을 허용하는 것이 필요하고 헌법상 언론의 자유나 평등조항의 취지에도 부합된다.
165454,구 조선수리조합령은 관개배수 또는 수해예방을 위해 필요한 때에는 조선총독의 인가를 받아 그 구역 내의 토지 등을 소유하는 자를 조합원으로 한 법인인 수리조합을 설치할 수 있다고 규정하고 있다.
107458,부동산소유권이전등기를 구하는 후소청구와 전소의 확정판결의 기판력은 후소청구에 미친다고 할 것이다.
190026,민법 제163조 제3호가 3년의 단기 소멸시효에 걸리는 채권으로 들고 있는 채권은 도급받은 공사의 공사대금채권뿐만 아니라 그 공사에 부수되는 채권도 포함하는 것이다.
150679,보관 중인 고공품의 결손수량에 대한 손해액 계산에 있어 초과부분의 환산액을 공제하지 아니한 실례는 초과부분의 환산액을 공제하지 않은 실례이다.
74682,원고가 원.피고 간의 매매계약 체결과 대금완납을 청구원인으로 소유권이전등기절차를 이행하라고 청구한 경우 청구취지 가운데는 미지급 잔대금의 수령과 상환으로 이전등기절차를 이행하라는 취지도 포함된다고 보아야 한다.
145935,중재판법에 아무런 규정이 없는 이상 중재절차가 진행되어 중재판정이 내려지면 중재계약은 목적을 달성하여 실효되었다고 봄이 중재제도의 정신에 부합된다.
120704,신고납세방식의 조세에 있어서는 납세의무자의 신고행위가 중대하고 명백한 하자로 인해 당연무효로 되지 않는 한 그 납부세액이 부당이득에 해당한다고 할 수 없다.
71905,농림부장관의 토지사용목적변경결정이 취소된 경우 동 토지가 농지개혁법 시행당시에 소급하여 같은 법 제11조 소정 순서에 따라 분배할 것이다.
106509,원심판결이 교환계약이 취소되었다고 판단한 것은 변론주의 원칙에 위배되므로 파기를 면할 수 없다.
175113,유명인의 성명이나 초상 등을 광고에 이용하게 됨으로써 그에 따른 분쟁이 일어나고 있으므로 이를 규율하기 위해 퍼블리시티권이라는 새로운 권리 개념을 인정할 필요가 있다.
118347,물품거래는 지입차주만이 물품대금을 부담하기로 특약한 지입차주 자신의 거래로 봐야 한다.
75932,타인의 토지에 통행지역권이나 통행권을 인정할만한 법률상 의무를 부담하는 것이 합리성이 있다고 생각될만한 특별한 사정이 덧붙여질 것을 필요로 한다.
64766,민법 제689조 제1항이 규정한 바에 따라 언제든지 사임할 수 있고 이사가 사임의 의사표시를 하였더라도 사임의 효력이 발생하기 전에는 그 사임의사를 철회할 수 없다.
197013,회사가 다이아몬드공구의 제조공정에 있어서 일반적 지식 또는 기능이라고 할 수 없는 특수한 기술상의 비밀정보를 가지고 있는 것은 직업선택의 자유에 관한 헌법규정에 반하지 않는다.
95192,구 관습법상 조상의 분묘를 수호 관리하고 소유하는 권리는 종손에게 있지만 종가의 종손이 사망하여 절가가 된 경우 차종손은 순차 자종손에 의해 종가 및 조상의 제사와 분묘수호권이 상속된다.
208658,서울특별시 직원에 대한 신원보증인이 될 수 있는 호별세 등급 15등 이상인 자와의 신원보증계약이 당연 무효라고 할 수는 없다.
74123,차량의운행이 허용되고 있는 고속도로상에서는 전후 진행하는 차량상호간의 충돌을 예방하기 위해 뒷차와의 거리 100미터 유지의 안전수칙이 요구된다.
114652,사립학교법 제43조 제1항 등에 의해 사립학교 교육의 지원을 위해 교부되고 목적 이외의 사용이 금지되는 보조금은 성질상 양도가 금지된 것으로 보아야 하고 강제집행의 대상이 될 수 있다.
104488,보증인은 신용보증기금이 채권자인 은행과 사이에 신용보증계약을 체결하면서 채권자가 신규대출형식에 의한 대환취급을 할 수 없으며 이에 위반한 경우 보증채무의 책임을 면한다고 약정했다.
191201,건설공제조합이 조합원으로부터 보증수수료를 받고 타조합원 또는 제3자와 하도급계약을 체결하는 보증계약은 상호보험으로서 보증보험과 유사한 것이라고 할 것이다.
206971,친동생의 증언만으로 피고 작성의 각서와 상반되는 내용의 약정을 했다고 단정할 수 없고 원고의 친동생의 증언만으로 피고 작성의 각서와 상반되는 내용의 약정을 했다고 단정할 수 없다.
161140,"상법 제650조 제3항의 타인을 위한 보험에 해당하는지는 주계약과 개개 특약별로 판단해야 하는데 재해상해특약, 입원특약, 암특약, CI특약은 甲에 대한 최고로 적법하게 해지되었다."
208744,임차인이 정당한 사유 없이 임대차계약을 체결하지 않겠다는 의사를 확정적으로 표시하였다면 임대인에게 신규임차인을 주선하도록 요구하는 것은 불필요한 행위를 강요하는 결과가 되어 부당하다.
227707,보증신용장에 따른 보증에는 수익자와 보증의뢰인 사이의 원인관계와 단절되는 추상성과 무인성이 있다.
194535,추심명령을 받아 채권을 추심하는 채권자는 집행법원의 수권에 따라 제3채무자로부터 추심을 하는데 제3채무자가 집행공탁을 하거나 상계 기타 사유로 압류채권을 소멸시키면 그 효력은 압류경합 관계에 있는 채권자에게 미친다.
114568,민법상 제691조의 규정을 유추하여 구이사로 하여금 법인의 업무를 수행케 함이 부적당하다고 인정할 만한 특별한 사정이 없는 경우 후임 이사가 선임될 때까지 이사의 직무를 수행할 수 있는 업무수행권이 인정된다.
215551,민법 제397조 제1항은 금전채무불이행의 손해배상액을 법정이율에 의할 것을 규정하고 약정이율이 법정이율보다 낮은 경우 본문으로 돌아가 지연손해금을 정할 것이다.
120969,"선상 생활의 영역에 편입된 선원들은 책임자들이 형성, 유지하고 있는 장의 상황에 직·간접적으로 영향을 받는 만큼 책임자는 장의 상황을 선원들이 적응할 수 있도록 적절하게 형성, 유지하여야 할 의무가 있다."
200232,근로기준법 제94조 소정의 취업규칙은 사용자가 근로자의 복무규율과 임금 등 당해 사업의 근로자 전체에 적용될 근로조건에 관한 준칙을 규정한 것을 말한다.
153155,공공기관 선진화 정책에 따라 공사가 통보를 받은 해에 총 정원을 감축하는 내용으로 직제규정을 개정한 후 목표에 미달하는 인원은 직권면직을 한 사안에서 직권면직은 근로기준법상 해고에 해당한다.
72070,소송절차의 추완 또는 기일지정신청은 당사자의 책임에 돌릴 수 없는 사유로 인해 변론기일에 출석하지 못하여 소나 항소가 취하된 것으로 되여 소송이 종료된 경우에만 할 수 있다.
81197,서울특별시영구임대주택운영및관리규칙상 임대인은 임대차계약을 체결하거나 갱신해야 하며 계약이 체결되거나 갱신되었다고 인정되지 않는 한 계약을 해지하거나 새로운 계약 갱신을 거절할 수 없다.
160684,근로자가 근로의 대가로 근로자에게 지급되는 금원은 근로기준법 제2조에서 정하는 임금을 의미하므로 사용자에게 지급의무가 지워져 있다면 모두 이에 포함되는 것은 아니다.
76947,사용자에 의한 근로자에 의한 수습기간의 연장은 근로계약의 중요한 요소의 변경이므로 그 전에 근로자의 동의를 받거나 취업규칙 등에 근거가 있어야 한다.
194707,구 금융산업의구조개선에관한법률의 계약이전이 계약 및 권리·의무의 이전만을 의미하는 것인지 계약 및 권리·의무 일부의 이전도 포함되는 것인지에 관한 명시적인 규정을 찾아볼 수 없다.
76679,임차인이 임차보증금반환청구를 하는 경우 화재로 목적물이 멸실되거나 파손된 부분의 수선이 불가능하여 목적물이 반환되었다고 볼 수 없는 경우가 아닌 한 임대인은 보증금반환채무를 거절할 수 없다.
192283,상법 제811조는 청구원인의 여하에 관계없이 적용되므로 상법 제811조는 상법 제811조의 수하인이고 상법 제811조는 상법 제811조의 수하인이다.
197924,구 주택임대차보호법 제3조 제3항은 대항요건을 갖춘 임대차의 목적이 된 임대주택의 양수인은 임대인의 지위를 승계한 것으로 본다고 규정하고 있다.
92616,자동차는 운전기술이 없는 사람이 운전할 경우 제삼자에게 위해를 가할 위험성이 많으므로 운전석을 떠날 때는 자동차를 다른 사람이 함부로 운전하지 못하게 하는 조처를 강구해야 한다.
194788,근저당권설정등기가 위법하게 말소되어 회복등기를 경료하지 못한 연유로 그 부동산에 대한 경매절차의 배당기일에서 피담보채권액에 해당하는 금액을 배당받지 못한 근저당권자는 배당이의의 소를 제기하여 구제를 받을 수 있다.
116130,공사계약일반조건 제27조 제1항은 하도급 거래에 제조위탁·수리위탁·건설위탁을 모두 포함하는 것으로 봄이 합리적이다.
