number,contents
232727,甲 주식회사가 인부들을 동원하여 병원 출입통제 조치를 무력화한 다음 건물을 점거하고 집행관사무소에 보관 중이던 유체동산을 지하 3층으로 이전할 것을 신청하여 허가를 받아 보관장소를 변경했다.
125466,채권자가 채무자의 금원지급행위가 사해행위에 해당된다고 하여 취소를 청구하면서 증여 또는 변제로 달리 주장하는 것은 공격방법에 관한 주장을 달리하는 것일 뿐이다.
209959,"자산관리공사가 공매목적물의 소재지, 용도, 종별 및 수량에 관한 공매물건의 표시는 등기부를 기준으로 공고한 이상 공매목적물은 종전 토지이다."
191294,과실상계는 공평 내지 신의칙의 견지에서 손해배상액을 정함에 있어 피해자의 과실을 참작하는 것으로 제반 사정을 고려하여 배상액의 범위를 정하는 것이다.
129664,연대보증인이 채무자를 위하여 채무를 일부 변제할 경우 연대보증인은 연대보증과 공동담보로 설정된 근저당권의 피담보채무 중 대위변제금의 비율 범위에서 근저당권을 법정대위할 수 있다.
81467,약속어음 발행인으로부터 인적항변의 대항을 받는 어음소지인은 어음을 제3자에게 배서·양도한 후 환배서에 의해 다시 취득하여 소지하게 되었지만 여전히 위 항변의 대항을 받는다고 할 것이다.
112283,채무자가 시설물을 준공하여 소유권보존등기를 경료하면 1순위 근저당권을 설정하는 방법으로 물적 담보를 확보하게 하는 의무를 금융기관에게 부담시킨다.
82635,구 신기술사업금융지원에관한법률 제36조 제2항은 보증채무의 이행청구가 있는 때에는 기금은 주채무와 대통령령이 정하는 종속채무를 이행하여야 한다고 규정하고 있다.
76747,부동산 매각 매각행위는 일반채권자의 공동보호를 감소시키는 것이 아니므로 민법 제406조의 사해행위에 해당하지 않는다.
75749,기간만료전에 정기예금 반환채권이 전부된 경우 제3채무자인 은행은 채무자에 대하여 발생한 상계등의 사유로 전부채권자에게 대항할 수 있다.
74998,소유자 명의 표시 없이 단순히 입산금지의 게시판을 부착하거나 페인트로 ○를 한 것만으로는 입목의 소유를 공시하기에 적합한 명인방법이라고 할 수 없다.
118302,운송목적 일부 멸실된 경우의 손해배상액은 인도한 날의 도매가격에 의한다.
118433,민사소송법 제201조에 의한 가지급물의 반환 또는 원상회복은 본안판결이 소송절차에서 취소 또는 변경된 경우에 한하여 적용되는 것일 뿐 당사자의 소취하로 가집행선고부판결이 실효된 경우에까지 적용되는 것은 아니다.
71992,피고의 원고에 대한 가압류집행이 실시되었다면 피고는 집행에 신중을 기하지 못한 과실이 있고 집행에 신중을 기하지 못한 과실이 있다.
171333,당초의 약정대로 계약이 이행되지 아니할 경우 발생할 수 있는 문제는 특별한 사정이 없는 한 채무의 불이행에 따른 효과로서 다루어지는 것이 원칙이다.
234449,불가분채권자는 모든 채권자를 위하여 채무자에게 불가분채권 전부의 이행을 청구할 수 있고 채무자는 모든 채권자를 위하여 다른 불가분채권자에게 전부를 이행할 수 있다.
69895,연대보증인의 사해행위 당시에는 주채무자가 이행지체에 빠져 있었으나 주채무자가 채권자와 사이에 변제기 연장의 합의로 채무불이행 상태를 벗어났지만 채권자는 여전히 연대보증인의 처분행위가 사해행위임을 이유로 취소를 구할 이익이 있다.
175391,한국자산관리공사가 변상금 부과·징수권을 행사하였다 하더라도 민사상 부당이득반환청구권의 소멸시효가 중단된다고 할 수 없다.
126518,일정한 납부기한을 정한 과징금부과처분에 대해 회복하기 어려운 손해를 예방하기 위해 집행정지결정이 내려졌다면 집행정지기간 동안은 과징금의 납부 기간이 진행되지 않는다.
110489,구 의료보험법 제51조의 규정 등에 의한 사용자 부담분은 근로자가 근로자로부터 지급받는 임금에 해당한다고 볼 수 없다.
81574,신용보증약정을 체결하면서 일정한 사유가 발생한 때에는 통지·최고 등이 없더라도 보증금액에 대해 사전구상권을 행사할 수 있도록 약정한 경우 이는 민법 제442조 제1항의 사전구상권을 행사할 수 있는 사유를 확장했다.
212191,담보권실행을 위한 경매절차에 있어 배당표는 각 채권자와 채무자에 열람하게 하기 위해 배당기일의 3일 전에 비치해야 하나 배당기일에 출석한 이해관계인과 배당을 요구한 채권자를 심문하여 확정해야 한다.
195104,근저당권은 불특정채권을 어느 시기에 계산하여 잔존하는 채무를 일정한 한도액 범위 내에서 담보하는 저당권이며 피담보채무에 대한 부종성이 완화되어 있다.
230367,제3자의 변제로 채무가 소멸한 경우 변제할 정당한 이익이 있는 자에게 불리하지 않고 의사에 반하지 아니한 것으로 인정되므로 제3자는 변제할 정당한 이익이 있는 자를 상대로 필요비 상환청구권을 행사할 수 있다.
70200,동업계약의 취소 내지 해제 및 그에 따른 부당이득반환 내지 원상회복의 주장을 동업관계 탈퇴의 의사표시 및 그로 말미암은 출자액의 반환을 구하는 것으로 본다.
198996,대물변제가 효력을 발생하려면 채무자가 본래의 이행에 갈음하여 행하는 급여가 현실적이어야 하고 등기나 등록까지 경료해야 한다.
147838,의료법 제33조 제2항에 위배되어 무효인 약정에 기하여 급부의 이행을 청구하는 것은 허용되지 않는다.
120370,상법 제676조 제2항은 보험자가 보상할 손해액의 산정에 관한 비용은 보험자의 부담으로 한다고 규정하고 있다.
183450,구 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률은 공익사업의 효율적인 수행을 통해 재산권의 적정한 보호를 도모함을 목적으로 하고 있다.
71975,대물변제예약의 효력이 발생하여 피고 소유 부동산에 관한 소유권을 취득한 원고의 이전등기 청구권은 이행불능으로 돌아가고 이로 인해 피고는 불법행위로 인한 손해배상책임을 진다.
159275,해상운송인이나 운송대리점이 후일 선하증권의 반환을 받을 약정하에 운송물을 인도하는 것은 전적으로 운송인 또는 운송대리점의 위험부담 하에 행해지는 것이다.
95484,증권회사가 그 소속직원의 부정행위로 인해 회사가 입은 손해는 각 채무이행시에 지출된 금원의 합산액이다.
80051,예비적 병합의 경우 원고가 붙인 순위에 따라 심판해야 하며 주위적 청구를 인용할 때에는 다음 순위인 예비적 청구에 대하여 심판할 필요가 없다.
172535,상품의 선전·광고에 과장이나 허위가 수반되는 것은 기망성이 결여되지만 거래에 있어서 구체적 사실을 신의성실의 의무에 비추어 허위로 고지한 경우에는 기망행위에 해당한다.
95812,의료인이 동 피해자에 대한 치료비청구권을 보전하기 위해 치료비 청구권을 압류하거나 대위행사하는 것은 국가배상법 제4조에 위반되지 않는다.
122175,법원의 석명권 행사는 당사자가 주장하지도 않은 법률효과에 관한 요건사실이나 공격방어의 방법을 시사하여 제출을 권유하는 행위는 변론주의의 원칙에 위배되어 허용되지 않는다.
116712,예입받은 은행이 자기앞수표의 발행은행에 대해 수표상의 권리를 행사하는 경우 발행은행은 소지인에 대한 인적관계로 인한 항변으로 예입받은 은행에 대항할 수 없다.
192618,甲이 직접 관여한 회사 설립행위의 효력을 부정하면서 무효를 주장하는 것은 신의성실의 원칙에 반하여 허용될 수 없다.
95946,전부승소판결에 대한 불복상고는 부적법한 것으로서 흠결을 보정할 수 없으므로 각하되어야 한다.
202673,상법 제337조 제1항에 규정된 주주명부상의 명의개서는 회사에 대한 관계에서 주주의 권리를 행사하기 위한 대항요건에 지나지 않는다.
