number,contents
184823,민사 소송법 149 정하 ㄴ 실기 하 ㄴ 공격 · 방어 실기 하 ㄴ 공격 · 방어 하 는지 하 기준 < br / > 
203557,아 . 국유 재산 매각 관하 여 연고자 우선권 되 는지 ( ) < br / > 나 아 . 타 아 주점 유가 자주 점유 전환 되 기 위하 ㄴ < br / > 다 . 국유 재산 시효 취득 대상 되 지 아니하 ㄴ다 하여 취득 시효 항변 배척 하 ㄴ 여 점유자 점유 권원 성질 타 아 주점 유 므로 결론 정당 하 다고 하 ㄴ < br / > 
70134,[ 1 ] 윤락 업주 아니 ㄴ 사채 업자 윤락녀 선 불금 대여 하 ㄴ 행위 선량 하 ㄴ 풍속 기타 사회 질서 위반 되 어 무효 라고 하 ㄴ < br / > [ 2 ] 윤락 행위 하 ㄹ 고용 · 모집 하 ㄴ 협력 하 여 성 매매 권유 · 유인 · 알선 강요 수단 제공 하 ㄴ 선 불금 등 불법 원인 급여 하 ㄴ다고 하 ㄴ < br / > 
153095,"[ 1 ] 상장 회사 정관 ‘ 회사 공고 하 ’ 전자 적 의하 ㄴ 공고 규정 하 고 있 지 않 , 주주 총회 소집 통지 갈음 하 여 상법 542 4 저 1 항 정하 ㄴ 전자 적 의하 ㄴ 총회 소집 공고 하 ㄹ 있 는지 ( ) < br / > [ 2 ] 자본 시장 금융 투자 업 관하 ㄴ 법률 314 저 4 항 , 저 5 항 정하 ㄴ ‘ 주주 총회 소집 통지 공고 하 ’ < br / > [ 3 ] 상장 회사 ㄴ 甲 주식회사 금융 감독원 전자 공시 시스템 통하 여 임시 주주 총회 소집 공고 하 면서 ‘ 주주 총회 한국 예탁 결제 원 주주 의결권 행사 하 ㄹ 없 다 ’ 늘 ㄴ 내용 함께 공고 하 ㄴ , 甲 회사 정관 규정 없 음에도 전자 공시 시스템 의하 여 총회 소집 공고 만 다음 총회 개최 하 ㄴ다면 결의 취소 사유 등 하자 존재 하 게 되 지만 , 전체 주주 총회 소집 통지서 다시 개별적 발송 하 면서 ‘ 증권 회사 주권 예탁 하 ㄴ 실질 주주 총회 5 일 까지 의결권 행사 하 겠 다는 뜻 밝히 지 아니하 ㄹ 한국 예탁 결 제원 의결권 행사 하 ㄴ다 ’ 늘 ㄴ 내용 밝히 었 으므로 , 주주 총회 한국 예탁 결제 원 의결권 행사 하 ㄴ 주식 의결 정족수 산정 포함 하 ㄴ 것 적법 고 하 ㄴ < br / > [ 4 ] 주주 총회 결의 취소 2 월 제소 기간 경과 하 ㄴ 새로 운 취소 사유 추가 주장 하 ㄹ 있 는지 ( ) < br / > "
117051,"[ 1 ] 기업자 토 지수 용 재결 공탁 하 ㄴ 토지 보상금 여 회수 청구권 행사 하 ㄹ 있 는지 ( 한정 ) < br / > [ 2 ] 공탁 수리 되 ㄴ 공탁물 수령자 추가 하 공탁서 정정 가능 하 ㄴ 지 ( ) < br / > [ 3 ] 저당권 자가 물상 대위권 행사 하 여 우선 변제 받 기 위하 ㄴ 권리 실행 < br / > [ 4 ] 토지 수용법 61 저 2 항 4 호 규정 의하 ㄴ 원칙적 ㄴ 공탁 보상금 지급 청구권 중복 압류 되 ㄴ 공탁 < br / > [ 5 ] 저당권 자가 물상 대위권 기하 여 수용 재결 인하 ㄴ 보상금 지급 청구권 추급 하 ㄹ 있 시기 종기 < br / > [ 6 ] 기업자 소속 담당 공무원 저당권 통지 하 ㄴ 사무 처리 지침 달리 보상금 지급 업무 처리 하 여 담보권 하여금 물상 대위권 행사 하 ㄹ 있 기회 박탈 하 여 결과적 담보권 하여금 우선 변제 권 상실 하 게 하 ㄴ , 국가 배상 책임 성립 ( ) < br / > "
106929,소유자 체납 전기 요금 존재 알 고 공장 경락 받 자가 한국 전력 공사 와의 사이 체납 전기 요금 납부 약정 하 고 이르 ㄹ 지급 하 ㄴ 불공정 하 ㄴ 법률 행위 하 는지 ( ) < br / > 
226851,"항소심 항소장 부본 송달 하 ㄹ 없 , 항소심 재판장 민사 소송법 402 저 1 항 , 저 2 항 따르 아 항소인 상당 하 ㄴ 기간 정하 여 기간 이내 피 항소인 주소 보정 하 도록 명하 여야 하 는지 ( ) 항소인 기간 이내 피 항소인 주소 보정 하 지 아니하 ㄴ 명령 항소장 각하 하 여야 하 는지 ( ) / 같 대법원 판례 법리 그대로 유지 되 어야 하 는지 ( ) < br / > "
118936,아 . 공인 회계사 세무 대리 계약 체결 하 면서 위임 하 ㄴ 국세 환급 업무 정도 보수 관하 ㄴ 세무사 보수 규정 ( 국세청 고시 저 86-14 호 ) 소 정의 단순 하 ㄴ 국세 환급 대리 그치 것 보 ㄹ 없다 고 하 ㄴ < br / > 나 아 . 세무 대리 계약 있 어 수임인 수임 사무 처리 하 과정 기울이 ㄴ 노력 지출 하 ㄴ 비용 정도 비추 어 환급 세액 20 퍼센트 보수 로서 지급 받 기로 하 ㄴ 약정 부당 하 게 과다 고 보 ㄴ < br / > 다 . 개업 신고 마치 지 아니하 ㄴ 공인 회계사 자격자 사이 체결 되 ㄴ 세무 대리 계약 < br / > 
175137,"[ 1 ] 변호사 아니 ㄴ 자가 법률 사무 취급 관여 하 것 금지 하 변호 사법 109 저 1 호 정하 ㄴ ‘ 대리 ’ < br / > [ 2 ] 변호사 109 저 1 호 위반 하 여 사건 대리 하 자가 대납 하 ㄴ 비용 종료 반환 받 기로 하 약정 ( 원칙적 무효 ) < br / > [ 3 ] 아파트 관리 수탁 업체 ㄴ 甲 주식회사 비용 대납 하 여 乙 입주자 대표 회의 하 하자 보수 보증금 진행 하 기로 하 ㄴ , 甲 회사 행위 변호 사법 109 저 1 호 금지 하 ‘ 대리 ’ 하 고 , 甲 회사 대납 하 비용 乙 입주자 대표 회의 종료 반환 하 기로 하 약정 등 반 사회 질서 법률 행위 로서 무효 라고 보 ㄴ 정당 하 다고 하 ㄴ < br / > "
195368,[ 1 ] 신 성실 원칙 이에 위배 되 ㄴ다는 이유 권리 행사 부정 하 기 위하 ㄴ 강행 법규 위반 하 ㄴ 자가 스스로 약정 무효 주장 하 것 신의칙 반하 는지 ( 원칙적 ) < br / > [ 2 ] 주식 회사 영업 전부 중요 하 ㄴ 일부 양도 하 ㄴ 주주 총회 특별 결의 없 었 다는 이유 듣 어 스스로 약 정의 무효 주장 하 것 신 성실 원칙 반하 는지 ( 원칙적 ) < br / > 
211085,"[ 1 ] 법률 행위 일부 취소 < br / > [ 2 ] 매매 계약 체결 시 토지 일정 부분 매매 대상 제외 시키 특약 하 ㄴ , 특약 만 기망 의하 ㄴ 법률 행위 로서 취소 하 ㄹ 있 는지 ( ) < br / > "
211283,"[ 1 ] 공무원 불법 행위 말미암 아 분배 농지 관하 ㄴ 권리 상실 하 ㄴ 피 상속인 사망 하 ㄴ 이후 상속인 분배 농지 관하 ㄴ 손해 배상 청구권 관하 여 상속 재산 분할 협의 하 였 는데 , 채권 상속 재산 분할 대상 되 ㄹ 있 는지 문제 되 ㄴ , 피 상속인 사망 당시 분배 농지 관하 ㄴ 권리 상속 재산 분할 대상 되 상속 재산 었 다가 구 농지 ( 2007 . 4 . 11 . 법률 8352 호로 전부 개정 되 기 것 ) 부칙 ( 1994 . 12 . 22 . ) 저 3 정하 ㄴ 3 년 기간 지 나 소멸 하 였 고 , 이에 따르 아 상속 재산 분할 협의 당시 수분 배 권 대상 재산 ( 代償財産 ) ㄴ 손해 배상 청구권 상속 재산 분할 대상 되 ㄴ다고 보 ㄴ 정당 하 다고 하 ㄴ < br / > [ 2 ] 헌법 재판소 2018 . 8 . 30 . 선고 하 ㄴ ‘ 166 저 1 항 , 저 766 저 2 항 중 진실 · 화해 위하 ㄴ 과거사 정리 기본법 2 저 1 항 3 호 ( 민간 ㄴ 집단 희생 사건 ) , 저 4 호 ( 중대 하 ㄴ 인권 침해 사건 · 조작 의혹 사건 ) 적용 되 부분 헌법 위반 되 ㄴ다 ’ 늘 ㄴ 위헌 결정 3 호 , 저 4 호 사건 공무원 위법 하 ㄴ 직무 집행 입 손해 ㄴ 배상 구하 위헌 결정 당시 까지 계속 되 어 있 미치 는지 ( ) 손해 배상 청구권 여 766 저 2 항 따르 ㄴ 10 년 소멸 시효 국가 재정법 96 저 2 항 따르 ㄴ 5 년 소멸 시효 적용 되 는지 ( ) < br / > "
76071,"국유 산림 대 부가 기간 만료 인하 여 종료 되 ㄴ 연후 국가 대부 허가 소멸 통지 하 ㄴ , 통지 대부 임야 상의 입목 ㄴ 소유권 귀속 < br / > "
85464,"[ 1 ] 1995 . 12 . 29 . 개정 되 ㄴ 구 도시 재 개발법 시행 ( 1996 . 6 . 30 . ) 사업 시행 고시 있 재개발 사업 관하 여 참여 조합원 가입 하 ㄴ 시 공사 공동 시행자 로서 재개발 조합 동등 하 ㄴ 권리 의무 가지 는지 ( ) < br / > [ 2 ] 재개발 사업 시공사 조합원 재개발 조합 사이 분양 계약 당사자 참여 하 ㄹ 있 는지 ( ) < br / > [ 3 ] 재개발 사업 시공사 무단 설계 변경 , 부실 시공 등 잘못 사용 승인 등기 지연 되 어 조합원 손해 입 , 시공사 분양 계약 당사자 로서 손해 배상 하 ㄹ 책임 있 다고 하 ㄴ < br / > "
198095,구 주택 건설 촉진법 4 저 7 항 같 시행령 7 저 3 항 2 호 규정 국민 주택 사업 주체 도급 위하 여 소정 사항 조사 하 ㄹ 사법 의무 부과 하 규정 ㄴ지 ( ) < br / > 
205066,"아 . 1980.9 . 당시 시 ㄴ 금원 기부 등 행위 국가 보안 사령부 예하 보안 부대 강박 인하 ㄴ 것 라 하여 취소 하 ㄹ 있 법률 행위 하 ㄴ다고 보 ㄴ < br / > 나 아 . "" 아 "" 항 보안 부대 강박 의하 여 의사 표시 하 ㄴ 자의 외 포 상태 저 6 공화국 출범 시 까지 지속 되 ㄴ 것 보 ㄴ 심리 미진 , 채 증 법칙 위반 등 위법 파기 하 ㄴ < br / > "
195155,부제 소 합의 유효 < br / > 
76128,토지 소유자 무상 제공 하 지 아니하 ㄴ 공공 용 공 하 고 있 사유지 구 토지 구획 정리 사업법 53 저 2 항 토 지라 하여 환지 예정 지도 지정 하 지 아니하 고 청산 금도 교부 하 지 아니하 ㄴ 채 토지 구획 정리 사업 진행하 여 1975 . 12 . 31 . 이후 환지 확정 처분 하 ㄴ 구획 정리 사업 시행자 손해 배상 범위 < br / > 
76245,가계 수표 보증 카드 제도 의하 여 은행 여 지급 보증 책임 묻 기 위하 여 요구 되 가계 수표 발행 < br / > 
