number,contents
235127,유류분반환청구권 단기 소멸시효의 기산점인 유류분반환청구권은 유류분권리자가 상속의 개시와 반환하여야 할 증여 또는 유증을 한 사실을 안 때라고 해석해야 한다.
234785,증여재산이 상속개시 전에 처분 또는 수용된 경우 유류분을 산정함에 있어 증여재산의 가액산정 방법은 상속개시까지 사이의 물가변동률을 반영한다.
234931,공동상속인들 사이에 협의가 이루어지지 않는 공동상속인들 사이에 협의가 이루어지지 않는 경우 공동상속인들 사이에 협의가 이루어지지 않는 경우 제사주재자를 결정하는 방법이다.
234693,민법 제1007조는 상속이 개시되면 공동상속인은 각자의 법정상속분의 비율에 따라 모든 상속재산을 승계한다고 정했다.
234385,피상속인의 배우자와 자녀 중 자녀 전부가 상속을 포기한 경우 배우자가 단독상속인이 되는지 여부(적극)
232563,해상운송인의 송하인 또는 수하인에 대한 채권 및 채무는 청구원인이 계약인 경우뿐만 아니라 불법행위인 경우에도 제척기간이 적용된다.
231789,사용사업주가 구 파견근로자 보호 등에 관한 법률에 따른 직접고용간주의 효과가 발생했음에도 파견근로자가 파견사업주와 사이의 근로관계 중단 또는 종료에 따라 근로를 제공하지 못한 경우 파견근로자가 받을 수 있었던 임금 상당액을 청구할 수 있는지 여부이다.
231775,상속인이 한정승인을 하면 상속 재산과 상속인의 고유재산이 분리되는 결과가 발생하므로 상속인의 피상속인에 대한 재산상 권리·의무는 소멸하지 않는다.
231687,준보전국유림의 관리 및 관리에 관한 법률은 준보전국유림을 대부받은 자가 그 권리를 양도하고자 하는 때에는 산림청장의 허가를 받아야 한다고 정하고 있다.
231449,미등기건물을 양수하여 건물에 관한 사실상의 처분권을 보유하게 됨으로써 그 양수인이 건물 부지의 점유·사용에 따른 부당이득반환의무를 부담한다.
230881,구 토지대장이나 농지분배 관련 서류들의 기재 내용을 권리변동에 관한 사실인정의 자료로 삼는 데는 아무런 제약이 없다.
231763,임의경매의 정당성은 담보권의 존재에 근거하므로 담보권에 실체적 하자가 있다면 그에 기초한 경매는 원칙적으로 무효이다.
231759,집합건물의 경우 대지지분이 구분소유권의 목적인 전유부분에 종속되어 일체화되는 관계에 있으므로 집합건물 대지의 공유관계에서는 일반 법리가 적용될 수 없다.
228553,공동상속인이 아닌 제3자에 대한 증여는 유류분반환청구를 할 수 있고 유류분반환청구를 할 수 있다.
227703,민법 제1026조 제3호는 상속인이 상속재산을 은닉하거나 부정소비하거나 고의로 재산목록에 기입하지 아니한 때이다.
223801,토지 소유자는 건물을 사용하는 데 필요하다고 인정되는 범위에서 소유권 행사를 제한받을 수밖에 없는데 관습법상 법정지상권을 인정하는 것은 관습법상 법정지상권의 성립을 부인하는 근거가 될 수 없다.
227279,청약저축 가입자는 주택공급을 신청할 권리를 가지게 되며 공동상속인들이 상속지분비율에 따라 피상속인의 권리를 준공유하게 된다.
223341,구 국세기본법 제24조 제1항은 상속인이 피상속인의 국세 등 납부의무를 상속재산의 한도에서 승계한다는 뜻이다.
231029,제1심법원은 甲과 乙 사이에 체결한 부동산 매매계약이 합의해제되었음을 확인하는 화해권고결정을 하였다.
221861,기여분결정 및 상속재산분할 심판청구사건의 조정조서에 甲이 乙을 상대로 제기한 준재심청구사건에서 준재심청구를 각하하고 甲이 심판비용을 부담하도록 정한 심판이 확정되자 乙이 준재심청구사건에 관한 소송비용액확정을 신청했다.
220249,甲이 소송을 제기하자 乙이 소송대리인으로서 이의신청을 하여 화해권고결정이 확정되지 않도록 할 주의의무가 있음에도 이를 위반하여 손해배상을 구했다.
227205,공동상속인 중 피상속인으로부터 재산의 증여 또는 유증을 받은 특별수익자가 있는 경우 상속분을 산정할 때 이를 참작하도록 하려는 취지가 있다.
227211,공동상속인 중 피상속인으로부터 재산의 증여 또는 유증을 받은 특별수익자가 있는 경우 상속분의 선급으로 다루어 구체적인 상속분을 산정하는 데 참작하도록 한다.
219683,공공주택 특별법 제49조의3 제1항은 임차인이 다음 각호의 어느 하나에 해당하는 경우 임대차계약을 해제 또는 해지하거나 재계약을 거절할 수 있다고 정했다.
219685,"유류분제도에 관한 민법 제1112조, 제1113조, 제1118조, 제1008조가 피상속인의 재산권을 과도하게 침해하여 헌법 제23조 제1항과 제37조 제2항에 위반되는지 여부가 중요하다."
219297,유증분권리자의 유류분 부족액은 유류분권리자가 부담하는 상속채무를 공제하여 산정하고 유류분권리자가 부담하는 상속채무가 더 많다면 초과분을 유류분액에 가산하여 산정해야 한다.
230739,가설건축물은 건축법 등 관계 법령에 가설건축물 신고명의자를 변경하는 절차에 관한 규정이 없어 부득이 甲을 신고명의자로 계속 두었다.
219733,제3자를 위한 계약은 당사자가 자기들 명의로 체결한 계약으로 계약당사자의 일방에 대하여 권리를 취득하게 하는 것을 목적으로 하는 계약이다.
219891,재외공관에서 구 북한이탈주민의 보호 및 정착지원에 관한 법률 제7조에 따른 보호신청을 하고 대한민국에 입국한 甲과 乙은 국가에서 손해배상을 구한 사안이다.
222665,국가는 형사보상금 지급이 형사보상 및 명예회복에 관한 법률 제6조 제2항에 반하는 이중지급이라고 주장하며 형사보상금 전액을 지급했다.
227043,채권자가 현실적으로 지출한 비용이어도 당해 집행과 무관하거나 필요가 없는 것은 집행비용에 해당하지 않는다.
217771,민사소송법 제136조 제1항은 당사자가 간과하였음이 분명하다고 인정되는 법률상 사항에 관하여 당사자에게 의견을 진술할 기회를 주어야 한다고 정하고 있다.
